,X1,X2,X3,X4,frequency
dominick told channel yearold,dominick,told,channel,yearold,2
donation dog food pet,donation,dog,food,pet,2
done arancini risotto balls,done,arancini,risotto,balls,2
done everything power change,done,everything,power,change,3
done promise far petty,done,promise,far,petty,2
donors restore future march,donors,restore,future,march,2
donors taxpayers rescue teams,donors,taxpayers,rescue,teams,2
donovan members congressional black,donovan,members,congressional,black,2
dont ask two chefs,dont,ask,two,chefs,2
dont condone vandalism theres,dont,condone,vandalism,theres,3
dont feel like talking,dont,feel,like,talking,2
dont know figure way,dont,know,figure,way,2
dont know without life,dont,know,without,life,3
dont much single grape,dont,much,single,grape,2
dont overlook delightful weekend,dont,overlook,delightful,weekend,2
dont saying stuff like,dont,saying,stuff,like,2
dont use internet economically,dont,use,internet,economically,2
dont want consistent basis,dont,want,consistent,basis,2
dont want spending lot,dont,want,spending,lot,2
doortodoor efforts today help,doortodoor,efforts,today,help,3
doubt devoted wife desdemona,doubt,devoted,wife,desdemona,2
doubt now diamond via,doubt,now,diamond,via,2
doubters fitzgerald lakewood lightweight,doubters,fitzgerald,lakewood,lightweight,2
doughnut connection caf� bally’s,doughnut,connection,caf�,bally’s,2
downplays comments top administration,downplays,comments,top,administration,2
dozens movie companies year,dozens,movie,companies,year,2
draft stock may affected,draft,stock,may,affected,2
drafted enter williams bigplay,drafted,enter,williams,bigplay,2
drama hours say one,drama,hours,say,one,2
dramatic week events including,dramatic,week,events,including,2
draw years captured customers,draw,years,captured,customers,2
draws completed mr e,draws,completed,mr,e,2
drew widespread surprise ridicule,drew,widespread,surprise,ridicule,2
drew witthuhn said group,drew,witthuhn,said,group,2
drilling royals third baseman,drilling,royals,third,baseman,2
drilling safety expert realize,drilling,safety,expert,realize,2
drills secondyear coach jon,drills,secondyear,coach,jon,2
drinks entrees avocado cactus,drinks,entrees,avocado,cactus,2
drive growth brewing giant,drive,growth,brewing,giant,2
driver tel aviv likely,driver,tel,aviv,likely,2
driving pet peeves hopes,driving,pet,peeves,hopes,2
driving serving top driving,driving,serving,top,driving,2
drop jets oxygen masks,drop,jets,oxygen,masks,2
dropped box holiday decorations,dropped,box,holiday,decorations,2
dropped charge jerimie hicks,dropped,charge,jerimie,hicks,2
dropping record season wins,dropping,record,season,wins,2
dropping year now michigan,dropping,year,now,michigan,2
drug testing receiving social,drug,testing,receiving,social,2
drugs side effects many,drugs,side,effects,many,2
ds m v reservations,ds,m,v,reservations,2
du soleil citing passion,du,soleil,citing,passion,2
ducks unlimited supported grants,ducks,unlimited,supported,grants,2
due respect really word,due,respect,really,word,3
dumb little misguided fenkart,dumb,little,misguided,fenkart,2
duncan said son brother,duncan,said,son,brother,3
duncan six goals two,duncan,six,goals,two,2
dunes center one several,dunes,center,one,several,2
dunham died long battle,dunham,died,long,battle,2
duos frenchinformed midwesternfeel food,duos,frenchinformed,midwesternfeel,food,2
dusk hopped onto airport,dusk,hopped,onto,airport,2
dusseldorf germany speak rhineland,dusseldorf,germany,speak,rhineland,2
dws mm prime serdws,dws,mm,prime,serdws,3
e bluff river saved,e,bluff,river,saved,2
e kept check bad,e,kept,check,bad,2
e still made big,e,still,made,big,2
earlier year gay couples,earlier,year,gay,couples,2
earlier year remains free,earlier,year,remains,free,2
early balance shifting williams,early,balance,shifting,williams,2
early days inmates always,early,days,inmates,always,2
early intervention services behavior,early,intervention,services,behavior,2
early next fall officials,early,next,fall,officials,2
early th century kuelaps,early,th,century,kuelaps,2
earn ice time didnt,earn,ice,time,didnt,2
earned victories season shortened,earned,victories,season,shortened,2
earnestly likeable time little,earnestly,likeable,time,little,2
earnings call wednesday mcclendon,earnings,call,wednesday,mcclendon,2
ease giving layered entertaining,ease,giving,layered,entertaining,2
easily cost square foot,easily,cost,square,foot,2
east iliff avenue part,east,iliff,avenue,part,2
easy confirmation heralds new,easy,confirmation,heralds,new,2
easytofollow format provided spike,easytofollow,format,provided,spike,2
eat salary make changes,eat,salary,make,changes,2
eat veggies find salads,eat,veggies,find,salads,2
ec southwest brawley williams,ec,southwest,brawley,williams,2
ecological purposes hope dispute,ecological,purposes,hope,dispute,2
economic climate frayed relationships,economic,climate,frayed,relationships,2
economically falling behind peers,economically,falling,behind,peers,2
economically said hoboken waterfront,economically,said,hoboken,waterfront,2
economy got worse says,economy,got,worse,says,2
ecosystem covers miles coastline,ecosystem,covers,miles,coastline,2
ed setzler racworth said,ed,setzler,racworth,said,2
edgy fun first two,edgy,fun,first,two,2
editors emerson stood foot,editors,emerson,stood,foot,2
education basically go school,education,basically,go,school,2
education careers disciplines route,education,careers,disciplines,route,2
education commissioner bret schundler,education,commissioner,bret,schundler,2
education country ridiculous said,education,country,ridiculous,said,2
educational priorities cps brizard,educational,priorities,cps,brizard,2
edwardsville theres always something,edwardsville,theres,always,something,2
effectively run hours day,effectively,run,hours,day,2
effects arent enough playing,effects,arent,enough,playing,2
effects many percent people,effects,many,percent,people,2
efficient taxi ride brought,efficient,taxi,ride,brought,2
effort attain muscular vshaped,effort,attain,muscular,vshaped,2
efforts today help aflcio,efforts,today,help,aflcio,3
egyptisraeli natural gas deal,egyptisraeli,natural,gas,deal,2
either bottle glass offers,either,bottle,glass,offers,2
either side fireplace sconces,either,side,fireplace,sconces,2
el camino meet lynbrook,el,camino,meet,lynbrook,2
elected november matakas said,elected,november,matakas,said,2
elected position essentially means,elected,position,essentially,means,2
election budget worked per,election,budget,worked,per,2
election days hires precinct,election,days,hires,precinct,2
election winfreys person department,election,winfreys,person,department,2
elections staff polling places,elections,staff,polling,places,2
electronic books can transmitted,electronic,books,can,transmitted,2
element transparency procedure awarding,element,transparency,procedure,awarding,2
element uncertainty appeals television,element,uncertainty,appeals,television,2
elements producers disappointed novels,elements,producers,disappointed,novels,2
eliminating regular preschool consolidating,eliminating,regular,preschool,consolidating,2
elkins called officials works,elkins,called,officials,works,2
elling — redtwist theatre,elling,—,redtwist,theatre,2
else julien told boston,else,julien,told,boston,2
else trying achieve” baez,else,trying,achieve”,baez,2
emails notices kicking school,emails,notices,kicking,school,2
emanuel campaign boosting student,emanuel,campaign,boosting,student,2
embracing gay marriage president,embracing,gay,marriage,president,2
embracing proposal put forth,embracing,proposal,put,forth,2
embree said team finally,embree,said,team,finally,2
emcee honorees recognized following,emcee,honorees,recognized,following,3
emerged soaking sweat hitting,emerged,soaking,sweat,hitting,2
emergency financial aid families,emergency,financial,aid,families,2
emerging markets continuing drive,emerging,markets,continuing,drive,2
emerson stood foot booming,emerson,stood,foot,booming,2
emissions testing back year,emissions,testing,back,year,2
emotional abuse daily across,emotional,abuse,daily,across,2
emotional close joe paterno,emotional,close,joe,paterno,2
employee pleaded guilty corruptionrelated,employee,pleaded,guilty,corruptionrelated,2
employees election days hires,employees,election,days,hires,2
employers alreadystrained sense loyalty,employers,alreadystrained,sense,loyalty,2
employing new strategy nationwide,employing,new,strategy,nationwide,2
employment services seven offices,employment,services,seven,offices,2
employs son paul ahler,employs,son,paul,ahler,2
enchiladas make deliciously green,enchiladas,make,deliciously,green,2
encouraged group pregame hitters,encouraged,group,pregame,hitters,2
end grant covering salaries,end,grant,covering,salaries,2
end long unable overlook,end,long,unable,overlook,2
end movement breathtaking oboe,end,movement,breathtaking,oboe,2
