,X1,X2,X3,frequency
leno first time,leno,first,time,2
lenz said noting,lenz,said,noting,2
less charitable appraisal,less,charitable,appraisal,2
less important moderate,less,important,moderate,2
less two months,less,two,months,2
less two weeks,less,two,weeks,2
lessons start first,lessons,start,first,2
let know end,let,know,end,2
let know skeptical,let,know,skeptical,2
let speedy pivot,let,speedy,pivot,2
lets just say,lets,just,say,2
lettuce leafy greens,lettuce,leafy,greens,2
lettuce salinas farm,lettuce,salinas,farm,2
level club train,level,club,train,2
level detail mike,level,detail,mike,2
level guys theyre,level,guys,theyre,2
level since october,level,since,october,2
level system players,level,system,players,2
lewis jackson purdue,lewis,jackson,purdue,2
liability insurance policy,liability,insurance,policy,3
license number liability,license,number,liability,3
life skills provides,life,skills,provides,2
life void filled,life,void,filled,3
lifting weights practicing,lifting,weights,practicing,2
liggins kentucky team,liggins,kentucky,team,2
light new day,light,new,day,2
light rescue dog,light,rescue,dog,2
light though child,light,though,child,2
lighter nachos zesty,lighter,nachos,zesty,2
lighting ceremony rogge,lighting,ceremony,rogge,2
lightweight maybe even,lightweight,maybe,even,2
like able education,like,able,education,2
like can musically,like,can,musically,2
like case tyesha,like,case,tyesha,2
like coffin underfoot,like,coffin,underfoot,2
like daryl dixon,like,daryl,dixon,2
like fit well,like,fit,well,2
like golf can,like,golf,can,2
like hossa nothing,like,hossa,nothing,2
like karen thompson,like,karen,thompson,2
like ok dispatcher,like,ok,dispatcher,2
like one tultitlan,like,one,tultitlan,2
like school important,like,school,important,2
like spoilerfree info,like,spoilerfree,info,2
like track character,like,track,character,2
like you’re floating,like,you’re,floating,2
likeable time little,likeable,time,little,2
liked thecareerbuildercomad harried,liked,thecareerbuildercomad,harried,2
likely use steroids,likely,use,steroids,2
likes mcdonalds amazoncom,likes,mcdonalds,amazoncom,2
likes soccer better,likes,soccer,better,2
line server bagel,line,server,bagel,2
linebacker colin parker,linebacker,colin,parker,2
lineman mike devito,lineman,mike,devito,2
lines cut “i’ve,lines,cut,“i’ve,2
lions negotiating philosophy,lions,negotiating,philosophy,2
listed city clerks,listed,city,clerks,2
listeria romaine lettuce,listeria,romaine,lettuce,2
lists one moderately,lists,one,moderately,2
liter turbocharged directinjection,liter,turbocharged,directinjection,2
little blond girl,little,blond,girl,2
little dumb little,little,dumb,little,2
little hint assad,little,hint,assad,2
little hope division,little,hope,division,2
little like coffin,little,like,coffin,2
little misguided fenkart,little,misguided,fenkart,2
little terriers neighborhood,little,terriers,neighborhood,2
live music raffles,live,music,raffles,2
live powell hall,live,powell,hall,3
lived strangers since,lived,strangers,since,2
living honoree husband,living,honoree,husband,3
living room area,living,room,area,2
living spaces bedrooms,living,spaces,bedrooms,2
llc dc wilson,llc,dc,wilson,2
loaded velvet cantina,loaded,velvet,cantina,2
lobbying halls statehouse,lobbying,halls,statehouse,2
lobbyists developers listed,lobbyists,developers,listed,2
lobster ground polenta,lobster,ground,polenta,2
local produce showcase,local,produce,showcase,2
local prosecutors required,local,prosecutors,required,2
locales royal pedigree,locales,royal,pedigree,2
locations recently said,locations,recently,said,2
lockers roy mills,lockers,roy,mills,2
logan couture marleau,logan,couture,marleau,2
logan tossing heavy,logan,tossing,heavy,3
london—sabmiller plc thursday,london—sabmiller,plc,thursday,2
long battle cancer,long,battle,cancer,2
long prepared moment,long,prepared,moment,2
long regarded syria,long,regarded,syria,2
long thwarted serious,long,thwarted,serious,2
long unable overlook,long,unable,overlook,2
long walk based,long,walk,based,2
long way go,long,way,go,6
longer miles shorter,longer,miles,shorter,2
longest held record,longest,held,record,2
longterm prospects murkier,longterm,prospects,murkier,2
longtime highland park,longtime,highland,park,2
look conditioning level,look,conditioning,level,2
look rookie virginia,look,rookie,virginia,2
looked ahead giants,looked,ahead,giants,2
looked said ‘aah,looked,said,‘aah,2
looked vigorous suffered,looked,vigorous,suffered,2
looking forward lack,looking,forward,lack,2
looking matchup center,looking,matchup,center,2
looks forward firstrounder,looks,forward,firstrounder,2
looks good just,looks,good,just,2
looks little like,looks,little,like,2
loop destination thats,loop,destination,thats,2
loophole childs noveggie,loophole,childs,noveggie,2
looters curious carted,looters,curious,carted,2
lordstown allowing effectively,lordstown,allowing,effectively,2
lorri galloway said,lorri,galloway,said,2
los altos de,los,altos,de,2
los angeles begins,los,angeles,begins,2
los angeles county,los,angeles,county,3
los angeles lakers,los,angeles,lakers,2
los gatos wilcox,los,gatos,wilcox,2
lose denier said,lose,denier,said,2
lose player like,lose,player,like,2
losing dropping record,losing,dropping,record,2
losing winger michael,losing,winger,michael,2
loss avon lake,loss,avon,lake,2
loss profits canceling,loss,profits,canceling,2
lost sense place,lost,sense,place,2
lost step theyre,lost,step,theyre,2
lot chips mention,lot,chips,mention,2
lot different things,lot,different,things,3
lot groins lot,lot,groins,lot,2
lot hip flexors,lot,hip,flexors,2
lot interest reducing,lot,interest,reducing,2
lot lower back,lot,lower,back,2
lot opportunity critical,lot,opportunity,critical,2
lot people” clark,lot,people”,clark,2
lot players dont,lot,players,dont,2
lot softtissue type,lot,softtissue,type,2
lot time big,lot,time,big,2
lot time bragging,lot,time,bragging,2
lots good cutdowns,lots,good,cutdowns,2
lou piccola took,lou,piccola,took,2
louis blues ownership,louis,blues,ownership,2
louis county united,louis,county,united,2
louis delmas gosder,louis,delmas,gosder,2
louis jackson county,louis,jackson,county,2
louis plans works,louis,plans,works,2
louis public schools,louis,public,schools,3
love fact college,love,fact,college,2
love journalism working,love,journalism,working,2
love theyre fresh,love,theyre,fresh,2
loves think shane,loves,think,shane,2
lower back injuries,lower,back,injuries,2
lower national average,lower,national,average,2
lowered peterson’s bail,lowered,peterson’s,bail,2
lowest level since,lowest,level,since,3
loyalty damaged stagnant,loyalty,damaged,stagnant,2
lpga commissioner michael,lpga,commissioner,michael,2
lube clackamas federal,lube,clackamas,federal,2
luck much hubris,luck,much,hubris,2
luke mills wrote,luke,mills,wrote,2
lump sum federal,lump,sum,federal,2
lunch mondaysunday brunch,lunch,mondaysunday,brunch,2
luncheon april th,luncheon,april,th,3
lutheran north trinity,lutheran,north,trinity,2
lying investigators earlier,lying,investigators,earlier,2
lynbrook tangles saratoga,lynbrook,tangles,saratoga,2
lyra belacqua return,lyra,belacqua,return,2
m v reservations,m,v,reservations,2
machu picchu became,machu,picchu,became,2
made big bet,made,big,bet,2
made lobster ground,made,lobster,ground,2
made million math,made,million,math,2
made mistake draft,made,mistake,draft,2
made percent shots,made,percent,shots,2
made point now,made,point,now,2
made profit million,made,profit,million,2
made soughtafter speaker,made,soughtafter,speaker,2
madelyn dunham died,madelyn,dunham,died,2
magazine editors emerson,magazine,editors,emerson,2
magazines whatever many,magazines,whatever,many,2
magnificat high school,magnificat,high,school,2
mahmoud may called,mahmoud,may,called,2
mahmoud told phone,mahmoud,told,phone,2
mail yet still,mail,yet,still,2
mailbox junk mail,mailbox,junk,mail,2
main classroom building,main,classroom,building,2
main concourse miniature,main,concourse,miniature,2
main floor well,main,floor,well,2
mainly freight trains,mainly,freight,trains,2
maintain fiscal solvency,maintain,fiscal,solvency,2
major crimes team,major,crimes,team,2
major donors restore,major,donors,restore,2
major league baseball,major,league,baseball,2
majority signup provision,majority,signup,provision,2
make best can,make,best,can,2
make deliciously green,make,deliciously,green,2
make endorsements week,make,endorsements,week,2
make feel like,make,feel,like,2
make great greasy,make,great,greasy,2
make money last,make,money,last,2
make progress complying,make,progress,complying,2
make project appeals,make,project,appeals,2
make reservations calling,make,reservations,calling,3
make special side,make,special,side,2
make stock ask,make,stock,ask,2
make sure can,make,sure,can,2
make sure frame,make,sure,frame,2
make sure movie,make,sure,movie,2
make sure stayed,make,sure,stayed,2
make sure typical,make,sure,typical,2
make terror return,make,terror,return,2
maker audience inc,maker,audience,inc,2
makers suspense drama,makers,suspense,drama,2
makes flatrolled steel,makes,flatrolled,steel,2
making first start,making,first,start,2
making happen event,making,happen,event,3
making positive impact,making,positive,impact,2
making push coach,making,push,coach,2
making unilateral demands,making,unilateral,demands,2
malaj said district,malaj,said,district,2
maloof “ personally,maloof,“,personally,2
man cited disorderly,man,cited,disorderly,2
man merle dixon,man,merle,dixon,2
man sweat decorously,man,sweat,decorously,3
man woman young,man,woman,young,2
management courses clean,management,courses,clean,2
manager joseph gall,manager,joseph,gall,2
manager midsized business,manager,midsized,business,2
manager tony la,manager,tony,la,2
managing director pwcs,managing,director,pwcs,2
managing unique ecosystem,managing,unique,ecosystem,2
maneuvering kind washington,maneuvering,kind,washington,2
mantra curling olympic,mantra,curling,olympic,2
many exciting wines,many,exciting,wines,2
many messages reading,many,messages,reading,2
many people minaj,many,people,minaj,2
many percent people,many,percent,people,2
many reform measures,many,reform,measures,2
many syria want,many,syria,want,2
many times people,many,times,people,2
many us take,many,us,take,2
maraj resorted timehonored,maraj,resorted,timehonored,2
march earthquake tsunami,march,earthquake,tsunami,2
march headed toward,march,headed,toward,2
march included san,march,included,san,2
march issue vogue,march,issue,vogue,2
march st louis,march,st,louis,2
marchers included people,marchers,included,people,2
marian gaborik recovering,marian,gaborik,recovering,2
maricopa county attorney,maricopa,county,attorney,2
marijuana nfl combine,marijuana,nfl,combine,2
marinara sexy interior,marinara,sexy,interior,2
mario castellanos executive,mario,castellanos,executive,2
mark k matthews,mark,k,matthews,2
market cant tell,market,cant,tell,2
market days blends,market,days,blends,2
market value injuryplagued,market,value,injuryplagued,2
marketing digital commerce,marketing,digital,commerce,2
markets continuing drive,markets,continuing,drive,2
